request-id,request-method,request-path,request-query,request-payload,response-status,response-content-type,response-payload,response-oops,pre-handle-timestamp,post-handle-timestamp,"after-completion-timestamp"
"b75a3dac-f06a-471c-97da-b05686a6d51b",GET,"/libraries/fontawesome/5.2.0/css/all.min.css",,,200,text/css,,,257656193333900,257656196527700,257656198622600
"b31c1c28-1c29-45d8-b8de-4a048102e41b",GET,"/libraries/bootstrap/4.1.3/css/bootstrap.min.css",,,200,text/css,,,257656205627200,257656208207600,257656209024600
"0ac28edd-cc64-4543-b4c7-526bee41dee7",GET,"/libraries/areyousure/1.9.0/js/areyousure.min.js",,,200,application/javascript,,,257656216753600,257656219727200,257656220580700
"94583d8b-187b-4015-bca7-453d22cd84c6",GET,"/libraries/datatables/1.10.18/css/datatables.min.css",,,200,text/css,,,257656227979500,257656231113300,257656231842600
"b2a6f0b2-2fd7-49ba-bf2c-6f29c7ca1669",GET,"/libraries/datatables/1.10.18/js/datatables.min.js",,,200,application/javascript,,,257656239636100,257656243791000,257656245427200
"5de06aaf-2d61-4815-814b-80e2b7d7a6b3",GET,"/libraries/acme/css/acme.css",,,200,text/css,,,257656254159300,257656257283600,257656258878700
"d9f6b295-8d37-48b3-a974-0d53d47fc54b",GET,"/libraries/jquery/3.3.1/js/jquery.min.js",,,200,application/javascript,,,257656266341300,257656269568100,257656270606600
"f3bb703a-fa7d-4d23-bc3c-48224167874a",GET,"/libraries/popper.js/1.14.4/js/popper.min.js",,,200,application/javascript,,,257656277373000,257656281029400,257656286236600
"e706d010-55f4-430c-9a2e-a2e1c7e9e2c8",GET,"/libraries/bootstrap/4.1.3/js/bootstrap.min.js",,,200,application/javascript,,,257656292935300,257656295926500,257656297268800
"436a6f63-d34e-4a22-bd6f-d7319cc8ac75",GET,"/libraries/chart.js/2.7.2/js/chart.bundle.min.js",,,200,application/javascript,,,257656303965800,257656306482900,257656307337200
"21e6057b-2d74-44c4-a21f-5bc54ecddf50",GET,"/libraries/datatables/1.10.18/js/jquery.datatables.min.js",,,200,application/javascript,,,257656313909500,257656316100400,257656316896900
"29ac11fd-6754-4182-9adc-c40d94e952c0",GET,"/libraries/acme/js/acme.js",,,200,application/javascript,,,257656322890300,257656325192200,257656325948200
"11f8e485-b469-4b21-952e-7492881a1d30",GET,/images/banner.png,,,200,image/png,,,257656332409700,257656335033200,257656335887300
"1354abd0-22c6-4a29-a465-b3053f719fa6",GET,/images/logo.png,,,200,image/png,,,257656342887700,257656346743900,257656347783100
"ac351c6c-2c9b-4dee-b4fb-e8cd32b31c0f",GET,/customer/booking/list,,,200,text/html;charset=utf-8,"version%5B25%5D=0&price%5B0%5D=EUR+0.00&version%5B1%5D=0&travelClass%5B8%5D=ECONOMY&price%5B27%5D=EUR+0.00&price%5B15%5D=EUR+0.00&locatorCode%5B16%5D=ABCDE123&payload%5B20%5D=331%7C112&version%5B13%5D=0&creditCard%5B18%5D=0000&id%5B9%5D=342&travelClass%5B26%5D=ECONOMY&travelClass%5B14%5D=ECONOMY&locatorCode%5B0%5D=ABC1234&locatorCode%5B17%5D=ABCD1234&payload%5B1%5D=331%7C112&purchaseMoment%5B19%5D=2002%2F03%2F05+18%3A00&version%5B14%5D=0&version%5B26%5D=0&version%5B2%5D=0&price%5B1%5D=EUR+500%2C000.00&price%5B16%5D=EUR+0.00&creditCard%5B19%5D=0000&travelClass%5B9%5D=ECONOMY&price%5B28%5D=EUR+0.00&travelClass%5B15%5D=ECONOMY&id%5B8%5D=341&locatorCode%5B1%5D=ABC123&travelClass%5B27%5D=ECONOMY&payload%5B2%5D=331%7C112&locatorCode%5B18%5D=ABC12345&version%5B27%5D=0&version%5B15%5D=0&version%5B3%5D=0&price%5B25%5D=EUR+0.00&price%5B13%5D=EUR+0.00&locatorCode%5B26%5D=SHD823&locatorCode%5B14%5D=ABCDEF1&id%5B19%5D=352&travelClass%5B11%5D=ECONOMY&payload%5B22%5D=331%7C112&payload%5B10%5D=331%7C112&id%5B7%5D=340&travelClass%5B24%5D=ECONOMY&travelClass%5B12%5D=ECONOMY&purchaseMoment%5B0%5D=2002%2F03%2F05+18%3A00&purchaseMoment%5B17%5D=2002%2F03%2F05+18%3A00&payload%5B3%5D=331%7C112&version%5B16%5D=0&version%5B28%5D=0&version%5B4%5D=0&price%5B14%5D=EUR+0.00&locatorCode%5B15%5D=ABCDEFG&price%5B26%5D=EUR+0.00&locatorCode%5B27%5D=AFH435&bookingId=364&payload%5B21%5D=331%7C112&travelClass%5B13%5D=ECONOMY&id%5B6%5D=339&travelClass%5B25%5D=BUSINESS&purchaseMoment%5B1%5D=2002%2F03%2F05+18%3A00&locatorCode%5B28%5D=ADS759&creditCard%5B0%5D=0000&payload%5B4%5D=331%7C112&purchaseMoment%5B18%5D=2002%2F03%2F05+18%3A00&version%5B17%5D=0&version%5B5%5D=0&purchaseMoment%5B14%5D=2002%2F03%2F05+18%3A00&locatorCode%5B24%5D=ABCDEFGH&travelClass%5B4%5D=ECONOMY&locatorCode%5B12%5D=1234567&price%5B19%5D=EUR+0.00&id%5B17%5D=350&travelClass%5B21%5D=ECONOMY&payload%5B24%5D=331%7C112&locatorCode%5B4%5D=123456&payload%5B12%5D=331%7C112&creditCard%5B1%5D=0000&purchaseMoment%5B15%5D=2002%2F03%2F05+18%3A00&purchaseMoment%5B27%5D=2002%2F03%2F05+18%3A00&id%5B5%5D=338&version%5B6%5D=0&version%5B18%5D=0&locatorCode%5B13%5D=ABCDE12&locatorCode%5B25%5D=FXD3245&payload%5B11%5D=331%7C112&id%5B18%5D=351&travelClass%5B22%5D=ECONOMY&travelClass%5B5%5D=ECONOMY&locatorCode%5B6%5D=ABCDE1&travelClass%5B10%5D=ECONOMY&locatorCode%5B5%5D=ABCD12&travelClass%5B23%5D=ECONOMY&payload%5B23%5D=331%7C112&creditCard%5B2%5D=0000&purchaseMoment%5B28%5D=2002%2F03%2F05+18%3A00&purchaseMoment%5B16%5D=2002%2F03%2F05+18%3A00&id%5B4%5D=337&id%5B27%5D=363&version%5B7%5D=0&id%5B15%5D=348&purchaseMoment%5B24%5D=2002%2F03%2F05+18%3A00&purchaseMoment%5B12%5D=2002%2F03%2F05+18%3A00&version%5B19%5D=0&creditCard%5B20%5D=0000&price%5B17%5D=EUR+0.00&locatorCode%5B22%5D=ABCDEF12&travelClass%5B6%5D=ECONOMY&locatorCode%5B10%5D=AB12345&payload%5B26%5D=331%7C112&locatorCode%5B2%5D=AB1234&payload%5B14%5D=331%7C112&creditCard%5B3%5D=0000&id%5B3%5D=336&version%5B8%5D=0&id%5B16%5D=349&purchaseMoment%5B13%5D=2002%2F03%2F05+18%3A00&purchaseMoment%5B25%5D=2000%2F01%2F01+00%3A00&creditCard%5B21%5D=0000&travelClass%5B7%5D=ECONOMY&price%5B18%5D=EUR+0.00&locatorCode%5B11%5D=A123456&travelClass%5B20%5D=ECONOMY&locatorCode%5B23%5D=ABCDEFG1&id%5B28%5D=364&payload%5B13%5D=331%7C112&locatorCode%5B3%5D=A12345&creditCard%5B4%5D=0000&payload%5B25%5D=331%7C112&payload%5B0%5D=331%7C112&purchaseMoment%5B26%5D=2002%2F03%2F05+18%3A00&id%5B2%5D=335&travelClass%5B0%5D=ECONOMY&purchaseMoment%5B10%5D=2002%2F03%2F05+18%3A00&creditCard%5B22%5D=0000&id%5B25%5D=361&id%5B13%5D=346&creditCard%5B10%5D=0000&purchaseMoment%5B22%5D=2002%2F03%2F05+18%3A00&locatorCode%5B9%5D=ABC1238&price%5B8%5D=EUR+0.00&locatorCode%5B20%5D=A1234567&version%5B9%5D=0&creditCard%5B5%5D=0000&purchaseMoment%5B6%5D=2002%2F03%2F05+18%3A00&payload%5B28%5D=331%7C112&payload%5B16%5D=331%7C112&id%5B1%5D=334&payload%5B9%5D=331%7C112&creditCard%5B23%5D=0000&creditCard%5B11%5D=0000&id%5B26%5D=362&id%5B14%5D=347&travelClass%5B1%5D=ECONOMY&price%5B20%5D=EUR+0.00&purchaseMoment%5B11%5D=2002%2F03%2F05+18%3A00&purchaseMoment%5B23%5D=2002%2F03%2F05+18%3A00&purchaseMoment%5B8%5D=2002%2F03%2F05+18%3A00&price%5B9%5D=EUR+500%2C000.00&locatorCode%5B21%5D=12345678&creditCard%5B6%5D=0000&purchaseMoment%5B7%5D=2002%2F03%2F05+18%3A00&payload%5B15%5D=331%7C112&payload%5B27%5D=331%7C112&id%5B0%5D=333&price%5B6%5D=EUR+500%2C000.00&creditCard%5B12%5D=0000&purchaseMoment%5B20%5D=2002%2F03%2F05+18%3A00&travelClass%5B2%5D=ECONOMY&creditCard%5B24%5D=0000&id%5B23%5D=356&id%5B11%5D=344&purchaseMoment%5B9%5D=2002%2F03%2F05+18%3A00&locatorCode%5B7%5D=ABCDEF&creditCard%5B7%5D=0000&payload%5B18%5D=331%7C112&price%5B7%5D=EUR+0.00&purchaseMoment%5B21%5D=2002%2F03%2F05+18%3A00&creditCard%5B25%5D=0000&creditCard%5B13%5D=0000&id%5B24%5D=357&id%5B12%5D=345&version%5B20%5D=0&travelClass%5B3%5D=ECONOMY&locatorCode%5B8%5D=ABCD123&payload%5B17%5D=331%7C112&creditCard%5B8%5D=0000&price%5B4%5D=EUR+0.00&creditCard%5B14%5D=0000&price%5B23%5D=EUR+0.00&price%5B11%5D=EUR+0.00&id%5B21%5D=354&creditCard%5B26%5D=0000&version%5B21%5D=0&purchaseMoment%5B2%5D=2002%2F03%2F05+18%3A00&travelClass%5B18%5D=ECONOMY&payload%5B5%5D=331%7C112&creditCard%5B9%5D=0000&price%5B5%5D=EUR+0.00&price%5B12%5D=EUR+0.00&id%5B22%5D=355&id%5B10%5D=343&price%5B24%5D=EUR+0.00&creditCard%5B27%5D=0000&creditCard%5B15%5D=0000&version%5B10%5D=0&version%5B22%5D=0&purchaseMoment%5B3%5D=2002%2F03%2F05+18%3A00&travelClass%5B19%5D=ECONOMY&payload%5B19%5D=331%7C112&payload%5B6%5D=331%7C112&price%5B21%5D=EUR+0.00&price%5B2%5D=EUR+500%2C000.00&creditCard%5B16%5D=0000&version%5B23%5D=0&version%5B11%5D=0&creditCard%5B28%5D=&purchaseMoment%5B4%5D=2002%2F03%2F05+18%3A00&locatorCode%5B19%5D=AB123456&travelClass%5B28%5D=ECONOMY&travelClass%5B16%5D=ECONOMY&payload%5B7%5D=331%7C112&price%5B10%5D=EUR+0.00&price%5B3%5D=EUR+0.00&price%5B22%5D=EUR+0.00&id%5B20%5D=353&version%5B12%5D=0&version%5B24%5D=0&creditCard%5B17%5D=0000&purchaseMoment%5B5%5D=2002%2F03%2F05+18%3A00&travelClass%5B17%5D=ECONOMY&version%5B0%5D=0&payload%5B8%5D=331%7C112",,257656354430200,257656492298600,257658875699500
"596aa7fc-e766-4fd3-ba2d-a40061427b1d",GET,"/libraries/fontawesome/5.2.0/css/all.min.css",,,200,text/css,,,257659332525300,257659335436200,257659336333200
"018bb403-d755-42d9-b67c-272042927b9f",GET,"/libraries/bootstrap/4.1.3/css/bootstrap.min.css",,,200,text/css,,,257659341801800,257659344255900,257659345121400
"b1a41f33-89af-4964-be4d-4bb1f54eee5e",GET,"/libraries/datatables/1.10.18/css/datatables.min.css",,,200,text/css,,,257659352601000,257659355791900,257659356957800
"f7563f5b-c958-40b9-bf86-0bef83232a1e",GET,"/libraries/datatables/1.10.18/js/jquery.datatables.min.js",,,200,application/javascript,,,257659365676500,257659368655600,257659369478500
"6345e491-c843-4b94-91bc-db5d5e5ef747",GET,"/libraries/jquery/3.3.1/js/jquery.min.js",,,200,application/javascript,,,257659376128900,257659379479100,257659380798700
"0141d8c5-1ba3-415f-af93-335d6abf6e1b",GET,"/libraries/popper.js/1.14.4/js/popper.min.js",,,200,application/javascript,,,257659388433100,257659390689000,257659391434100
"2bdb3d16-022b-4ea9-a228-a74b8e557318",GET,"/libraries/bootstrap/4.1.3/js/bootstrap.min.js",,,200,application/javascript,,,257659397146000,257659399442300,257659400279700
"9920cba3-dee9-4176-bef7-746b8d8dd476",GET,"/libraries/chart.js/2.7.2/js/chart.bundle.min.js",,,200,application/javascript,,,257659406063000,257659409144200,257659410170100
"fd6e896e-48ff-47cf-9027-97ba12bf7b0b",GET,"/libraries/areyousure/1.9.0/js/areyousure.min.js",,,200,application/javascript,,,257659416754700,257659418912000,257659419647700
"4659dc61-edc3-4830-8480-8c52badfabfb",GET,"/libraries/datatables/1.10.18/js/datatables.min.js",,,200,application/javascript,,,257659426423100,257659429491400,257659430394400
"bc45197d-b2c1-4602-bf4d-7d541389f1c7",GET,"/libraries/acme/css/acme.css",,,200,text/css,,,257659437656000,257659440347500,257659441089100
"0dd5b9b7-e754-46cc-ac32-90eae969ffad",GET,"/libraries/acme/js/acme.js",,,200,application/javascript,,,257659446437000,257659448638800,257659449402800
"7856fc6d-13c0-4317-bab0-65259123c6e4",GET,/images/banner.png,,,200,image/png,,,257659454630500,257659457124700,257659457937600
"d768dc82-24e5-4a19-97d3-1b40b08cbecf",GET,/images/logo.png,,,200,image/png,,,257659466281900,257659468784400,257659469725500
"921c390c-9d1d-4dda-95ac-4501cced8494",GET,"/libraries/datatables/1.10.18/config/i18n-en.json",,,200,application/json,"sProcessing=Processing...&sSearch=Search:&sLengthMenu=Show%20_MENU_%20items&sInfo=Showing%20data%20_START_%20-%20_END_%20out%20of%20_TOTAL_%20data&sInfoEmpty=No%20items%20found&sInfoFiltered=(filtered%20from%20_MAX_%20data)&sInfoPostFix=&sLoadingRecords=Loading...&sZeroRecords=No%20data&sEmptyTable=No%20data&oPaginate.sFirst=First&oPaginate.sPrevious=Previous&oPaginate.sNext=Next&oPaginate.sLast=Last",,257659475807800,257659486557800,257659510321700
"2fbf2eff-4d77-47db-a617-801dbdbfde68",GET,/customer/booking/create,,,200,text/html;charset=utf-8,"purchaseMoment=2025%2F01%2F01+00%3A00&travelClasss=%5B%7B%22key%22%3A%220%22%2C%22label%22%3A%22----%22%2C%22selected%22%3Atrue%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22ECONOMY%22%2C%22label%22%3A%22ECONOMY%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22BUSINESS%22%2C%22label%22%3A%22BUSINESS%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%5D&price=EUR+0.00&id=0&version=0&flight=0&travelClass=0&flights=%5B%7B%22key%22%3A%220%22%2C%22label%22%3A%22----%22%2C%22selected%22%3Atrue%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22110%22%2C%22label%22%3A%22Lorem+ipsum+dolor+sit%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22112%22%2C%22label%22%3A%22Lorem+ipsum+dolor+sit+a%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22113%22%2C%22label%22%3A%22Lorem+ipsum+dolor+sit+am%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22114%22%2C%22label%22%3A%22Lorem+ipsum+dolor+sit+amet%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22115%22%2C%22label%22%3A%22Lorem+ipsum+dolor+sit+amet%2C%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%5D",,257659517350900,257659532197200,257660758432600
"7b3fb426-a24c-42e4-88c9-c1ffd4ceebf0",GET,"/libraries/fontawesome/5.2.0/css/all.min.css",,,200,text/css,,,257660829771900,257660832266600,257660833173600
"1cc25498-d63d-4dc3-9acf-0056e594134e",GET,"/libraries/chart.js/2.7.2/js/chart.bundle.min.js",,,200,application/javascript,,,257660838087400,257660840339000,257660841110500
"779802ee-4a36-4706-a97a-86316b766ef7",GET,"/libraries/bootstrap/4.1.3/css/bootstrap.min.css",,,200,text/css,,,257660847766700,257660851394100,257660852359800
"b2eef734-6ae6-4082-a60a-d2014b655c36",GET,"/libraries/datatables/1.10.18/js/jquery.datatables.min.js",,,200,application/javascript,,,257660858902000,257660862235000,257660863190600
"9c198fc0-b82e-4ab6-bc1c-d7a4c164b587",GET,"/libraries/datatables/1.10.18/css/datatables.min.css",,,200,text/css,,,257660870657400,257660873609000,257660874635900
"c9ed708d-ce45-402a-ad08-9ef7e6d63427",GET,"/libraries/acme/css/acme.css",,,200,text/css,,,257660881660200,257660884253300,257660885281500
"da547a55-9ee9-4773-99ce-e3be078a302f",GET,"/libraries/jquery/3.3.1/js/jquery.min.js",,,200,application/javascript,,,257660892473800,257660895609000,257660896483400
"9b5ce138-de1d-4e98-8982-35766dc51f7c",GET,"/libraries/popper.js/1.14.4/js/popper.min.js",,,200,application/javascript,,,257660909580000,257660912531300,257660913468400
"f7f92126-e3fe-47f2-9c33-0abccb302c6d",GET,"/libraries/bootstrap/4.1.3/js/bootstrap.min.js",,,200,application/javascript,,,257660920190000,257660923581100,257660924723400
"b1c8b270-954a-41fa-8cac-d5024c0ca092",GET,"/libraries/areyousure/1.9.0/js/areyousure.min.js",,,200,application/javascript,,,257660932509200,257660935750500,257660936918300
"83dddfc0-9e09-4985-b1c3-ededfa4800f7",GET,"/libraries/datatables/1.10.18/js/datatables.min.js",,,200,application/javascript,,,257660944412400,257660946795700,257660947544900
"fee12b80-d6a4-46b4-9f9c-e682a6c931e2",GET,"/libraries/acme/js/acme.js",,,200,application/javascript,,,257660953704000,257660956221500,257660956972100
"63dc8f0c-fa96-4cd0-9eee-ad933a9de53a",GET,/images/banner.png,,,200,image/png,,,257660962483400,257660965791100,257660966773300
"b556b613-b9e8-4784-9460-519150041892",GET,/images/logo.png,,,200,image/png,,,257660974702000,257660978032600,257660978751800
"eed0f245-10a0-47ed-96eb-158eaf962d2f",POST,/customer/booking/create,,"creditCard=&flight=0&id=0&locatorCode=ABCDE&price=EUR+0.00&purchaseMoment=2025%2F01%2F01+00%3A00&travelClass=0&version=0",200,text/html;charset=utf-8,"purchaseMoment=2025%2F01%2F01+00%3A00&travelClasss=%5B%7B%22key%22%3A%220%22%2C%22label%22%3A%22----%22%2C%22selected%22%3Atrue%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22ECONOMY%22%2C%22label%22%3A%22ECONOMY%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22BUSINESS%22%2C%22label%22%3A%22BUSINESS%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%5D&price=EUR+0.00&travelClass%24error=May+not+be+null.&id=0&locatorCode=ABCDE&locatorCode%24error=Must+match+pattern+%22%5E%5BA-Z0-9%5D%7B6%2C8%7D%24%22.&version=0&flight%24error=May+not+be+null.&flight=0&travelClass=0&creditCard=&flights=%5B%7B%22key%22%3A%220%22%2C%22label%22%3A%22----%22%2C%22selected%22%3Atrue%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22110%22%2C%22label%22%3A%22Lorem+ipsum+dolor+sit%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22112%22%2C%22label%22%3A%22Lorem+ipsum+dolor+sit+a%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22113%22%2C%22label%22%3A%22Lorem+ipsum+dolor+sit+am%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22114%22%2C%22label%22%3A%22Lorem+ipsum+dolor+sit+amet%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22115%22%2C%22label%22%3A%22Lorem+ipsum+dolor+sit+amet%2C%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%5D",,257660985790500,257661096942300,257661549408600
"76816649-1178-4628-94a0-6c17f15e1aae",GET,"/libraries/fontawesome/5.2.0/css/all.min.css",,,200,text/css,,,257661613451900,257661615748800,257661616431200
"f5d4c41b-cfff-418c-8589-37b4816598d8",GET,"/libraries/chart.js/2.7.2/js/chart.bundle.min.js",,,200,application/javascript,,,257661621484400,257661623784100,257661624549700
"07bb6103-4452-44e2-9461-03b8f71275de",GET,"/libraries/bootstrap/4.1.3/css/bootstrap.min.css",,,200,text/css,,,257661631370300,257661634803500,257661635913700
"ccd57ee9-5cac-42f1-833a-1daa4a0824c9",GET,"/libraries/datatables/1.10.18/js/jquery.datatables.min.js",,,200,application/javascript,,,257661642638200,257661645178300,257661645924800
"9ea39911-aeca-49fc-b7d9-1670aee14cd7",GET,"/libraries/datatables/1.10.18/js/datatables.min.js",,,200,application/javascript,,,257661652852000,257661656325100,257661657174000
"2e32f6b3-77cb-4272-ad20-0cb146813b66",GET,"/libraries/datatables/1.10.18/css/datatables.min.css",,,200,text/css,,,257661663307500,257661665369100,257661666043000
"4b7e8bb2-85ce-4448-babe-9770d76c073c",GET,"/libraries/jquery/3.3.1/js/jquery.min.js",,,200,application/javascript,,,257661670387000,257661672788300,257661673592700
"676144e5-3531-466b-a647-4a365edaf1d9",GET,"/libraries/popper.js/1.14.4/js/popper.min.js",,,200,application/javascript,,,257661678622700,257661680630800,257661681330600
"b5ab8b2d-aef8-4bc3-9d3b-72ebba5645cc",GET,"/libraries/bootstrap/4.1.3/js/bootstrap.min.js",,,200,application/javascript,,,257661685936200,257661688081900,257661688764700
